,0
Jang Seo Won,"['My Healing Love', 'Hospital Ship', 'Start Again', 'Mama – Nothing to Fear', 'The Suspicious Housekeeper', 'I Love Lee Tae Ri', 'Still You', 'You’ve Fallen for Me', 'Secret Garden', 'Chuno']"
Jang Seung Ha,['TV Novel – The Stars Are Shining']
Jang Seung Jo,"['Encounter', 'Familiar Wife', 'Money Flower', 'The Package', 'Teacher Oh Soon Nam', 'My Son-In-Law’s Woman', 'Six Flying Dragons', 'Scholar Who Walks the Night', 'I Order For You', 'Hwajung', 'Liar Game', 'God’s Quiz 4', '6th APAN Star Award', '2017 MBC Drama Award']"
Jang Suk Hyun,"['Second To Last Love', 'Love Marriage']"
Jang Sung Bum,"['Trap', 'Dance Sports Girls', 'Shall We Live Together', 'Forest of Secrets', 'Pied Piper', 'Hair Day', 'Producer', 'Healer', 'Mr. Back', 'Big Man', 'You Who Came From the Stars']"
Jang Sung Kyu,"['Someone Noticeable', 'Strong Woman Do Bong Soon', 'Last']"
Jang Sung Won,"['Jang Na R', 'The Crowned Clown', 'Unique Daughters-in-Law', 'Go Ho, The Starry Night', 'The Time We Were Not In Love', 'Syndrome', 'Rival']"
Jang Tae Hoon,"['Wild Romance', 'Yaksha', 'Mackerel Run']"
Jang Tae Sung,"['TV Novel – That Sun in the Sky', 'Falling for Innocence', 'TV Novel – Single Minded Dandelion', 'Big Man', 'Jung Do Jun', 'Her Legend', 'The King’s Dream', 'Jeon Woo Chi', 'Pretty Mom', 'The Birth of the Rich', 'Hot Blood', 'Hometown Legends', 'The Kingdom of The Winds', 'Capital Scandal', 'Que Sera, Sera', 'Goodbye Solo', 'April Kiss', 'Orange']"
Jang Won Hyung,"['Trap', 'Priest', 'Something in the Rain']"
Jang Won Young,"['Save Me 2', 'My Strange Hero', 'Witch’s Love', 'Because This Is My First Life', 'Suspicious Partner', 'Voice', 'Entertainer', 'Glamorous Temptation', 'I Have a Lover', 'Last', 'Ex-Girlfriend Club', 'Let’s Eat 2', 'Modern Farmer', 'The Spring Day of My Life', 'Trot Lovers', 'Miss Korea', 'Let’s Eat', 'Jeon Woo Chi', 'The King of Dramas', 'Stroke of Luck', 'Poseidon', 'Midas', 'First Marriage', 'Personal Preference', 'Enjoy Life', 'You’re Beautiful', 'Tazza']"
Jang Woo Young,"['2P', 'Dream High Season 1']"
Jang Yong,"['Left-Handed Wife', 'Let’s Hold Hands Tightly and Watch The Sunset', 'Avengers Social Club', 'Our Gap Soon', 'Five Children', 'Flower of the Queen', 'Miss Korea', 'Kings Family', 'Advertising Genius Lee Tae Baek', 'My Love, Madame Butterfly', 'Golden Time', 'Unexpected You', 'Queen Insoo', 'Miss Ripley', 'Thorn Birds', 'Sparkling', 'Paradise Ranch', 'Please Marry Me', 'Three Sisters', 'Pasta', 'Cain and Abel', 'My Life’s Golden Age', 'You Are My Destiny', 'Auction House', 'Winter Bird', 'Air City', 'Oh Lovers', 'Thank You', 'Blissful Woman', 'Miracle', 'I Really Really Like You', 'Goodbye Solo', 'My Rosy Life', 'Sad Goodbye', 'Be Strong Geum Soon', 'Spring Day', 'Tropical Nights in December', 'Oh! Pil Seung And Bong Soon Young', 'Full House', 'Terms of Endearment', 'A Problem At My Younger Brother’s House', 'Attic Cat', 'Yellow Handkerchief', '2016 SBS Drama Award']"
Jang Yoo Joon,"['The Birth of the Rich', 'My Precious Child']"
Jang Yoo Sang,"['Legal High', 'Suits', 'Mystery Queen 2', 'Save Me', 'Memory', 'World Without Sympathy', 'Falling For Challenges', 'EXO Next Door', 'Angry Mom']"
Jay Kim,"['TV Novel – Waves, Waves', 'Andante', 'On the Way to the Airport', 'Late Night Restaurant', 'The Women of Our Home', 'President', 'Romance Zero']"
JB,"['Dream Knight', 'When A Man Loves', 'Dream High Season 2', 'Jr']"
Jerome To,"['The Snow Queen', 'Lawyers']"
Ji Chan,"['The Fiery Priest', 'I’m a Mother too', 'Hospital Ship', 'Madame Antoine', 'Blood', 'Inspiring Generation', 'God’s Quiz Season 2']"
Ji Chang Wook,"['Suspicious Partner', 'Seven First Kisses', 'The K2', 'Healer', 'Secret Love', 'Empress Ki', 'Five Fingers', 'Bachelor’s Vegetable Store', 'Warrior Baek Dong Soo', 'Smile, Dong Hae', 'Hero', 'The Sons of Sol Pharmacy House', 'You Are Very Good', '2014 KBS Drama Award', '2014 KBS Drama Award', '2013 MBC Drama Award', '2011 KBS Drama Award', '2011 SBS Drama Award']"
Ji Choon Sung,['I Hate Going to Work']
Ji Dae Han,"['Thirty But Seventeen', 'Chicago Typewriter', 'Romance Full of Life', 'Hair Day', 'Eating Existence', 'The Superman Age', 'Empress Chun Chu', 'Hometown Legends', 'Freeze']"
Ji Eun Sung,"['Backflow', 'Nightmare Teacher', 'TV Novel – My Mind’s Flower Rain', 'Shine or Go Crazy', 'Mother’s Choice', 'Cruel Palace – War of Flowers']"
Ji Ho Sung,"['The Sound of Your Heart: Reboot 1', 'I Picked up a Star on the Road']"
Ji Hoo,"['Korean Peninsula', 'Bad Guy']"
Ji Hyuk,['Bachelor’s Vegetable Store']
Ji Hyun Woo,"['Love in Sadness', 'Risky Romance', 'Bad Thief, Good Thief', 'Wanted', 'Awl', 'Angry Mom', 'Trot Lovers', 'Queen In Hyun’s Man', 'A Thousand Kisses', 'Birth of a Rich Man', 'Invincible Lee Pyung Kang', 'My Precious Child', 'My Sweet City', 'Me Ri, Dae Gu’s Attack and Defense Battle', 'Over the Rainbow', 'Golden Apple', 'Old Miss Diary', '2011 MBC Drama Award']"
Ji Il Joo,"['Kill It', 'Priest', 'Handsome Guy and Jung Eum', 'Mistress', 'Radio Romance', 'Temperature of Love', 'Age of Youth 2', 'Argon', 'Suspicious Partner', 'Individualist Ms. Ji Young', 'Weightlifting Fairy Kim Bok Joo', 'Age of Youth', 'Dramaworld', 'Bong Soon, a Woman Who Dies When Loving', 'Jackpot', 'Neighborhood Hero', 'Make a Woman Cry', 'Healer', 'Hotel King', 'Basketball', 'TV Novel – Sam Saeng', 'Golden Time', 'Monster', 'Obstetrics and Gynecology Doctors', 'Jung Yak Yong', 'Ja Myung Go', 'Women of the Sun', 'On Air', 'I Hate You, But It’s Fine']"
Ji Jin Hee,"['Misty', 'Second To Last Love', 'Snow Lotus', 'I Have a Lover', 'Late Night Restaurant', 'Blood', 'One Warm Word', 'Dating Agency: Cyrano', 'The Great Seer', 'Unexpected You', 'Take Care Of Us, Captain', 'Dong Yi', 'The Man Who Can’t Get Married', 'Star’s Lover', 'Spotlight', 'Spring Day', 'Miss Kim Makes 1 Million', 'Dae Jang Geum', 'Love Letter', '2015 SBS Drama Award', '2015 SBS Drama Award']"
Ji Min Hyuk,"['100 Days My Prince', 'The Great Seducer', 'Return', 'Han Yeo Reum’s Memory', 'Prison Playbook', 'Witch’s Court', 'Revolutionary Love', 'Criminal Minds']"
Ji Sang Min,"['Unemployed Romance', 'Bolder By the Day', 'Dream High I', 'Ang Shim Jung', 'Merchant Kim Man Deok', 'Tazza']"
Ji Sang Ryul,"['Cuckoo Nest', 'Reckless Family 2', 'Reckless Family', 'The Greatest Love', 'The Queen Returns', 'Yi San', 'H.I.T', 'Common Single', 'A Love to Kill', 'Bad Housewife', 'Match Made in Heaven', 'Dae Jang Geum', 'The Bean Chaff of My Life']"
Ji Seung Hyun,"['Lovely Horribly', 'Mr. Sunshine', 'Bad Guys: City of Evil', 'Nothing to Lose', 'Laurel Tree Tailors', 'Descendants of the Sun', 'Mrs. Cop', 'Persevere, Goo Hae Ra', 'House Maids', 'Inspiring Generation', 'Answer Me 1994']"
Ji Soo,"['My First First Love', 'Ping Pong Ball', 'Bad Guys: City of Evil', 'Strong Woman Do Bong Soon', 'Weightlifting Fairy Kim Bok Joo', 'Fantastic', 'Moon Lovers – Scarlet Heart: Ryeo', 'Doctors', 'Page Turner', 'Sassy Go Go', 'Angry Mom', 'Love Frequency 37.2', 'To The Beautiful You', 'Sourc']"
Ji Sung,"['Lee Bo Youn', 'Familiar Wife', 'Defendant', 'Entertainer', 'Kill Me, Heal Me', 'Secret', 'The Great Seer', 'Protect the Boss', 'Royal Family', 'Kim Soo Ro', 'Swallow the Sun', 'New Heart', 'Beating Heart', 'Save the Last Dance for Me', 'Terms of Endearment', 'All In', '2017 SBS Drama Award', '1st The Seoul Award', '2015 MBC Drama Award', '2015 MBC Drama Award', '2015 MBC Drama Award', '2015 MBC Drama Award', '2013 KBS Drama Award', '2013 KBS Drama Award', '2013 KBS Drama Award', '2011 SBS Drama Award', '2011 SBS Drama Award', '2011 SBS Drama Award']"
Ji Yong Suk,"['Perfect Sense', 'A Well Grown Daughter, Hana', 'The Great Seer']"
Ji Yoon Ho,"['20th Century Boy and Girl', 'Argon', 'Sweet Stranger and Me', 'Cheese in the Trap', 'King of High School Life Conduct', 'Faith', 'Bolder By the Day']"
Jin Bong Jin,['Hometown Legends']
Jin Goo,"['Legal High', 'Mr. Sunshine', 'Untouchable', 'Night Light', 'Entourage', 'Descendants of the Sun', 'Falling for Innocence', 'Advertising Genius Lee Tae Baek', 'Athena: Goddess of War', 'Swallow the Sun', 'Tokyo Shower', 'Spotlight', 'All In', '2016 KBS Drama Award']"
Jin Hyuk,"['To You Who Begins to Love', 'Lucky Romance', '3 Days', 'Birth Secret', 'I Miss You', 'The Strongest K-POP Survival']"
Jin Joo Hyung,"['Sunny Again Tomorrow', 'Suspicious Partner', 'Hwarang: The Beginning', 'Cinderella and Four Knights', 'Yumi’s Room', 'Iron Man', 'Scandal : a Shocking and Wrongful Incident', 'Sirius']"
Jin Sang Hyuk,"['My ID Is Gangnam Beauty', 'Secret Door', 'Hur Jun, The Original Story']"
Jin Sun Kyu,"['Kingdom', 'Mr. Sunshine', 'Lawless Lawyer', 'Deserving of the Name', 'Entourage', 'Marriage Contract', 'Happy Home', 'Six Flying Dragons', 'Make a Woman Cry', 'Soldier', 'Road Number One']"
Jin Sung,"['Joseon Gunman', 'Her Legend', 'The Princess’ Man', 'Coffee House', 'Hero', 'On Air']"
Jin Tae Hyun,"['Left-Handed Wife', 'Monster', 'My Daughter, Geum Sa Wol', 'Hotel King', 'Take My Hand', 'All About My Romance', 'Oh Ja Ryong is Coming', 'Feast of the Gods', 'Queen Insoo', 'Paradise Ranch', 'Pure Pumpkin Flower', 'Temptation of an Angel', 'White Lies', 'You Are Very Good', 'The Snow Queen', 'Ballad of Suh Dong', 'Attic Cat', 'Good News', 'Romance', 'Since We Met', '2011 SBS Drama Award']"
Jin Won,"['Big Heat', 'Supermom']"
Jin Woon,"['2A', 'Thirty But Seventeen', 'Let Me Introduce Her', 'Madame Antoine', 'Marriage Without Dating', 'The Dramatic', 'Family', 'Dream High Season 2', 'Dream High']"
Jin Yi Han,"['Cross', 'Golden Pouch', 'Let’s Fight Ghost', 'The Family Is Coming', 'My Secret Hotel', 'A New Leaf', 'Empress Ki', 'The Master’s Sun', 'Time Slip Dr. Jin', 'Come, Come, Absolutely Come', 'Hooray for Love', 'All My Love', 'A Good Day For The Wind To Blow', 'My Life’s Golden Age', 'Who Are You?', 'Evasive Inquiry Agency', 'Seoul’s Sad Song']"
Jin Young (1991),"['My First First Love', 'If We Were a Season', 'Moonlight Drawn by Clouds', 'Love Detective Sherlock K', 'Warm and Cozy', 'Persevere, Goo Hae Ra', 'She is WOW', 'The Thousandth Man', '2016 KBS Drama Award']"
Jin Young (1994),"['He Is Psychometric', 'Magic School', 'The Legend of the Blue Sea', 'Dream Knight', 'My Love Eun Dong', 'When A Man Loves', 'Dream High 2', 'Im Jae Bu']"
Jo Bok Rae,"['Different Dreams', 'Entertainer', 'Vampire Detective', 'Yong Pal']"
Jo Byung Ki,"['TV Novel – Eun Hee', 'Merchant Kim Man Deok', 'Belle']"
Jo Byung Kyu,"['He Is Psychometric', 'Sky Castle', 'Time', 'Radio Romance', 'Money Flower', 'Girls’ Generation 1979', 'Age of Youth 2', 'Seven Day Queen', 'Riders: Catch Tomorrow', 'School 2015: Who Are You?']"
Jo Chang Geun,"['My Husband Oh Jak Doo', 'Reply 1988', 'She Was Pretty', 'Producer', 'Kill Me, Heal Me', 'Spy', 'A Cat! Meow', 'The Duo']"
Jo Dal Hwan,"['Trap', 'Neighborhood Lawyer Jo Deul Ho 2: Crime and Punishment', 'Handsome Guy and Jung Eum', 'Return', 'Whisper', 'Doctors', 'Mirror of the Witch', 'Sweet, Savage Family', 'Spy', 'Ugly love', 'The Night Watchman', 'Inspiring Generation', 'Fantasy Tower', 'Mandate of Heaven', 'Queen In Hyun’s Man', 'Couple Breaking', 'Mr Goodbye', 'Sea God', 'War of the Roses', '2014 KBS Drama Award']"
Jo Dong Hyuk,"['The Last Empress', 'Rude Miss Young Ae 15', 'The K2', 'Investigator Alice 2', 'Investigator Alice', 'Cheo Yong 2', 'Late Night Restaurant', 'Bad Guys', 'Inspiring Generation', 'She is WOW', 'My Daughter Seo Yeong', 'I’ll Give You The Stars and The Moon', 'Brain', 'Yaksha ', 'Winter Bird', 'I Hate You, But It’s Fine', 'Snow in August', 'The Person I Love', 'Mr Goodbye', 'Miss Kim Makes 1 Million']"
Jo Duk Hyun,"['Big Issue', 'It’s My Life', 'What’s Wrong With Secretary Kim', 'Girls’ Generation 1979', 'Bad Thief, Good Thief', '38 Task Force', 'Master: God of Noodles', 'The Merchant: Gaekju 2015', 'School 2015: Who Are You?', 'Stay Still', 'Mama', 'Pinocchio', 'Trot Lovers', 'Golden Cross', 'Cheo Yong', 'Cruel Palace – War of Flowers', 'The Queen’s Classroom', 'I Hear Your Voice', 'Horse Doctor', 'Missing You @ I Miss You', 'The Thousandth Man', 'Dummy Mommy', 'Invincible Lee Pyung Kang', 'Fight', 'Who Are You?', 'In-Soon is Pretty', 'Bad Family', 'Shin Don', 'Land']"
Jo Duk Je,"['Rude Miss Young Ae 15', 'Rickety Rackety Family', 'Rude Miss Young Ae 14', 'Reset']"
Jo Ha Suk,"['The Legendary Witch', 'Inspiring Generation']"
Jo Han Chul,"['Romance Is a Bonus Book', 'Feel Good To Die', '100 Days My Prince', 'Mother', 'Criminal Minds', 'Tomorrow With You', 'Neighborhood Lawyer Jo Deul Ho', 'The Cravings 2', 'The Village: Achiara’s Secret', 'Oh My Ghost', 'My Beautiful Bride', 'Producer', 'Flower of the Queen', 'Healer', 'King of High School Life Conduct', 'Scandal : a Shocking and Wrongful Incident', 'She is WOW', 'The Great Seer', 'IRIS']"
Jo Han Sun,"['Possessed', 'Yeah, That’s How It Is', 'Mask', 'The Woman Who Married Three Times', 'The Woman Who Still Wants To Marry', 'April Kiss', 'Good Person']"
Jo Hee Bong ,"['Mung Bean Flower', 'Top Star Yoo Baek', 'Your House Helper', 'Switch: Change the World', 'Avengers Social Club', 'Strongest Deliveryman', 'Falsify', 'My Sassy Girl', 'Tunnel', 'Naked Fireman', 'The K2', 'Moonlight Drawn by Clouds', 'Beautiful Gong Shim', 'Master: God of Noodles', 'I’ve Got My Eye On You', 'Six Flying Dragons', 'I Love You From Today', 'The Girl Who Can See Smells', 'She’s So Lovable', 'Yoo Na’s Street', 'Golden Cross', '3 Days', 'You Who Came From the Stars', 'Basketball', 'Good Doctor', 'The Virus', 'Drama Special – Father is Leaving', 'I Love You', 'I Do, I Do', 'The Equator Man', 'Tree With Deep Roots', 'You’re So Pretty', 'Pianist', 'Fugitive: Plan B', 'Secret Investigation Record', 'Chuno', 'Partner', 'Kyung Sook’s Father', 'Love Marriage', 'When It’s At Night', 'Hong Gil Dong']"
Jo Hwi,['Yong Pal']
Jo Hwi Joon,"['Temptation', 'Hold My Hand', 'Master’s Sun', 'Scandal: A Shocking and Wrongful Incident', 'Nice Guy', 'Suspicious Family', 'Romance Town', 'My Princess', 'The Scarlet Letter']"
Jo Hyun Chul,"['Memories of the Alhambra', 'Argon']"
Jo Hyun Do,"['Rebel: Thief Who Stole the People', 'Five Children', 'The Merchant: Gaekju 2015', 'Love & Secret', 'Abiding Love Dandelion', 'Come! Jang Bo Ri']"
Jo Hyun Jae,"['Let Me Introduce Her', 'Hospital Ship', 'Yong Pal', 'King’s Daughter Soo Baek Hyang', 'Advertising Genius Lee Tae Baek', '49 Days', 'One Mom and Three Dads', 'Ballad Of Suh Dong', 'Only You', 'Nine Tailed Fox', 'Shining Days', 'First Love', 'Love Letter', 'Daemang']"
Jo Hyun Shik,"['Mung Bean Flower', 'My Strange Hero', 'The Beauty Inside', '100 Days My Prince', 'Thirty But Seventeen', '20th Century Boy and Girl', 'Strongest Deliveryman', 'Chief Kim', 'Introverted Boss', 'Goblin', 'Doctors', 'Another Miss Oh', 'Six Flying Dragons', 'Love & Secret', 'Misaeng', 'I’m Dying Soon']"
Jo Hyung Ki,"['Flower of the Queen', 'Take Care of Us, Captain', 'Myung Wol the Spy', 'Your Heaven', 'My Sister', 'Hello My Teacher', 'Love Story in Harvard', 'Land of Wine', 'Successful Story of a Bright Girl']"
Jo In Sung,"['Dear My Friends', 'It’s Okay, That’s Love', 'That Winter, The Wind Blows', 'Spring Day', 'What Happened in Bali', 'Shoot for the Star', 'Daemang', '2013 SBS Drama Award', '2013 SBS Drama Award', '2014 SBS Drama Award', '2014 SBS Drama Award']"
Jo In Woo,[]
Jo Jae Hyun,"['Jo Hye Jun', 'Cross', 'Whisper', 'Solomon’s Perjury', 'Master: God of Noodles', 'Assembly', 'Punch', 'Jung Do Jun', 'Scandal : a Shocking and Wrongful Incident', 'I Need a Fairy', 'Syndrome', 'Gye Baek', 'New Heart', 'Hong Kong Express', 'Damo', 'Snowman', '2015 SBS Drama Award', '2015 SBS Drama Award', '2014 KBS Drama Award', '2014 KBS Drama Award', '2013 MBC Drama Award']"
Jo Jae Ryong,"['The Secret Life of My Secretary', 'Beautiful World', 'Heart Surgeons', '100 Days My Prince', 'Are You Human Too?', 'Exit', 'Untouchable', 'Nothing to Lose', 'Duel', 'My Sassy Girl', 'Whisper', 'Defendant', 'My Wife’s Having an Affair this Week', 'The K2', 'Something About 1%', 'Awl', 'Hwajung', 'Shine or Go Crazy', 'Golden Cross', 'When A Man Loves']"
Jo Jae Wan,"['Witch’s Court', 'Hospital Ship', 'Duel', 'Imjin War 1592', 'Beautiful Mind', 'Jingbirok', 'Jung Do Jun', 'The Ghost-Seeing Detective Cheo Yong', 'Shark', 'Jeon Woo Chi', 'King’s Dream', 'Mellow In May', 'Fermentation Family', 'Brain', 'I’m Glad I Loved You', 'Chosun Police 3', 'Merchant Kim Man Deok', 'Chuno', 'Dae Wang Sejong', 'The Devil', 'Hwang Jin Yi', 'Fugitive Lee Doo Young', 'Mr Goodbye', 'Resurrection', 'The Immortal Lee Soon-Shin', 'More Beautiful Than a Flower']"
Jo Jae Yoon,"['Save Me 2', 'Sky Castle', 'The Player', 'Heart Surgeons', 'Wok of Love', 'Mad Dog', 'Black', 'Save Me', 'Defendant', 'Voice', 'Fantastic', 'Woman with a Suitcase', 'Pied Piper', 'Descendants of the Sun', 'Last', 'Late Night Restaurant', 'Let’s Eat 2', 'Blood', 'Liar Game', 'Illegal Parking', 'Empress Ki', 'Answer Me 1994', 'The Master’s Sun', 'Sword and Flower', 'Monstar', 'KangChi, The Beginning', 'Jeon Woo Chi', 'Full House Take 2', 'My Love, Madame Butterfly', 'The Great Dipper', 'Knife Barber', 'A Gentleman’s Dignity', 'The Chaser', 'Hero', 'Crime Squad', 'Man of Honor', 'Jung Yak Yong', 'Dream', 'East of Eden', 'Fight', 'Yi San', 'Kid Gang', 'H.I.T']"
Jo Ji Hwan,"['Sweet, Savage Family', 'Gap Dong', 'IRIS']"
Jo Jin Woong,"['Entourage', 'Signal', 'The Full Sun', 'Deep Rooted Tree', 'I Believe in Love', 'Flames of Ambition', 'A Man Called God', 'Chuno', 'Hot Blood', 'The Sons of Sol Pharmacy House', 'Don’t Ask Me About the Past', '2016 tvN10 Award']"
Jo Jung Chi,"['Bride of the Water God', 'Ex-Girlfriend Club']"
Jo Jung Sik,"['Suspicious Partner', 'Strong Family 2017']"
Jo Jung Suk,"['Mung Bean Flower', 'Familiar Wife', 'Two Cops', 'The Legend of the Blue Sea', 'Jealousy Incarnate', 'Oh My Ghost', 'Lee Soon Shin is the Best', 'The King 2hearts', 'What’s Up?', '2017 MBC Drama Award', '2016 SBS Drama Award', '2016 SBS Drama Award', '2016 tvN10 Award', '2013 KBS Drama Award', '2013 KBS Drama Award']"
Jo Kwan Woo,"['To. Jenny', 'I Live in Cheongdam Dong']"
Jo Kwon,"['2A', 'Drinking Solo', 'Producer', 'The Queen of Office', 'All My Love']"
Jo Kye Hyung,"['My Girl', 'Fashion 70’s']"
Jo Kyung Hwan,"['Yellow Boots', 'General Hospital 2', 'Bittersweet Life', 'Yi San', 'My Sister', 'Sad Love Song', 'Dae Jang Geum', 'One Million Roses', 'All In', '2012 MBC Drama Award']"
Jo Min Ki,"['Moon Lovers – Scarlet Heart: Ryeo', 'Hwajung', 'Orange Marmalade', 'Make a Wish', 'Lee Sang That Lee Sang', 'Golden Rainbow', 'Two Weeks', 'The Great Seer', 'Five Fingers', 'Me Too, Flower!', 'Flames of Ambition', 'Dr. Champ', 'Wife Returns', 'Queen Seon Duk', 'East of Eden', 'Iljimae', 'Love and Ambition', 'Three Wives', 'The Immortal Lee Soon-Shin', 'Yellow Handkerchief']"
Jo Sang Gun,"['Modern Farmer', 'Triangle', 'That Fool']"
Jo Sang Ki,"['Miss Korea', 'Golden Time', 'Royal Family', 'Once Upon a Time in Saengchori', 'Pasta', 'Jung Yak Yong', 'Iljimae', 'Hello My Teacher', 'Hong Kong Express', 'A Problem at My Younger Brother’s House']"
Jo Seung Hyun,"['My Heart Twinkle Twinkle', 'You Who Came From the Stars', 'Who Are You?']"
Jo Seung Yoon,"['Woman of Dignity', 'Whisper', 'The Firstborn']"
Jo Seung Yun,"['Fates and Furies', 'Your Honor', 'Suits', 'Children of a Lesser God', 'Return', 'Deserving of the Name', 'Ruler – Master of the Mask', 'Suspicious Partner', 'Saimdang, Light’s Diary', 'Tunnel', 'Vampire Detective', 'Dear My Friends', 'Six Flying Dragons', 'Gap Dong', 'Mother’s Choice', 'Master’s Sun', 'Birdie Buddy', 'Tempted Again', 'Beethoven Virus', 'The Painter of the Wind', 'The Legend', 'Hyena', 'Sea God']"
Jo Sun Hyung,"['TV Novel – Sea of the Woman', 'TV Novel: Land of Gold', 'Rock Rock Rock', 'Glass Slippers']"
Jo Sun Mook,"['Father, I’ll Take Care of You']"
Jo Sung Ha,"['100 Days My Prince', 'Hospital Ship', 'Save Me', 'The K2', 'Neighborhood Hero', 'Hwajung', 'Kings Family', 'KangChi, The Beginning', 'IRIS 2', 'Innocent Man', 'Korean Peninsula', 'Romance Town', 'Paradise Ranch', 'My Princess', 'Flames of Ambition', 'Sungkyunkwan Scandal', 'Chuno', 'Wife and Woman', 'Dae Wang Sejong', 'Hwang Jin Yi', '2013 KBS Drama Award']"
Jo Sung Hee,"['A Daughter Just Like You', 'Save the Family', 'The Legendary Witch', 'You’re Only Mine']"
Jo Sung Kyu,"['One Warm Word', 'Me Too, Flower!', 'Stormy Lovers', 'Comrades', 'Blissful Woman']"
Jo Wan Ki,"['Possessed', 'Fates and Furies', 'Live', 'Nothing to Lose', 'Father is Strange', 'Man to Man', 'Voice', 'Road No. 1']"
Jo Won Hee,"['Room No. 9', 'Sassy Go Go', 'The King’s Face', 'Triangle', 'The Musical']"
Jo Woo Jin,"['Mr. Sunshine', 'Chief B and the Love Letter', 'Chicago Typewriter', 'Goblin', '38 Task Force', 'Make a Woman Cry', 'Secret Door', 'One Well-Raised Daughter', 'Medical Top Team', 'Empress Ki', 'Goddess Of Marriage', 'Hur Jun, The Original Story', 'Incarnation of Money', 'Warrior Baek Dong Soo', 'Obstetrics and Gynecology Doctors']"
