,Unnamed: 0.1,Title,Genre,Network,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
895,895,the servant,drama romant,CGV,a bold cheeki and triangl love stori surround bang ja chun hyang and mong ryonga servant fall in love with a girl whom hi master also desir although the girl love the servant she also long to improv her station in life the handsom servant of a power nobleman scheme to win the heart of the geisha they both covet but soon find that the object of hi affect may have a scheme all her own bangja work for monglyong and they both lust after chunhyang who pli her trade at the a geisha hous when bangja learn that hi master long to claim chunghyang for himself he seek the wisdom of a wise old relationship expert name ma to learn that secret of seduct later use a combin of menciu and confucian analect to charm chunhyang away from monglyong chunhyang becom just anoth step in the cun beauti clandestin plan to transcend her current social statu,2010,6.5,,577.0,124,"Dae-woo Kim, Ju-hyuk Kim, Seung-bum Ryoo, Yeo-jeong Jo, Hyeon-kyeong Ryu"
896,896,flower boy ramyun shop,comedi romant,tvN,thi romant comedi deal with pretti boy who with good look and individu oper a ramen shop with live colleg girl and experi the happen of daili lifeyang eun bi is a univers student prepar for her civil servic exam with the dream of be a high school teacher she accident encount cha chi soo an arrog son of the biggest food conglomer in korea cha chi soo look cool confid and fascin women with hi bright smile and pure love both of them end up work at a ramen shop run by the lazi choi kang hyukyang eun bi accident encount cha chi soo the arrog son of a food compani in korea when she student teach they meet again and spark fli both of them end up work at a ramen shop staf by flower boy pretti boy yang eun bi accident encount cha chi soo the arrog son of the biggest food compani in korea when she student teach at a local high school they meet again and the spark fli both of them end up work at a ramen shop staf by flower boy pretti boy each with their own stori,2011,7.0,,587.0,45,"Il-Woo Jung, Chung-Ah Lee, Ki-woo Lee, Ye-Won Kim"
897,897,if tomorrow comes,famili romant,SBS,if tomorrow come is about the love and conflict between a mother and daughter seo woo take on the role of kindheart colleg girl yoon eun chae who think respect your parent bring you happi the mother role will be play by go doo sim,,,,,,
898,898,bride of the sun,famili romant,SBS,a drama base on the the stori of former dong ah construct chairman and former kb announc jang eunyoung a woman get marri to a man who is old enough to be her grandfath when her lover leav and her famili struggl to make a live,,,,,,
899,899,a thousand days’ promise,melodrama romant,SBS,a heart wrench drama about a woman fight to keep her digniti while deal with her alzheim can she accept help from her lover even in the face of disgrac,2011,8.1,,66.0,,"Soo Ae, Rae-won Kim, Yu-mi Jeong, Hae-sook Kim"
900,900,late night hospital,mysteri medic,,an omnibu drama creat by director who take charg of direct episod each thi drama deal with incid take place at a latenight hospit featur a surgeon who is tri to catch hi wife s killerheo joon yoon tae young is a doctor hi wife wa kill by an unidentifi man right in front of him sinc the murder he quit hi job at a univers hospit and search out for hi wife s killer he open a secret late night clinic to captur the killer hong na kyung ryu hyun kyung is a surgeon at heo joon s clinicheo joon is a doctor hi wife wa kill by an unidentifi man right in front of him sinc the murder he quit hi job at a univers hospit and search out for hi wife killer he open a secret late night clinic to captur the killer hong na kyung is a surgeon at heo joon clinic,2011,,,,,"Seul-Ki Bae, Won-kil Baek, Jong-ho Cha, Jung-woo Choi"
901,901,glory jane,romant,KBS2,kim young kwang chun jung myung is a basebal player on a minor leagu team former th hitter of the major leagu team is an innoc confid man who never stop tri hi best to reliv past glori yoon jae in park min young work as a nurs s aid is a struggl young cheeri bright girl who alway maintain a posit attitud despit her poor background and dream of becom a nurs she meet kim young kwang at the hospit when he sustain injur as they struggl to overcom their fate they find love seo in woo lee jang woo is the futur heir of a sport cloth compani and also the cleanup hitter for the a profession basebal team that hi father own a love triangl ensu between these three charactersyoung kwang is a secondstr basebal player struggl to support hi famili seo in woo is hi lifelong rival a firststr player and the son of a wealthi businessman after both men are injur on the same day they are rush to the hospit and meet beauti bubbl nurs yoon jae in connect over their lifelong struggl with poverti young kwang and jae in develop a strong connect but a web of secret about jae in past soon plagu their bud relationship not to mention that in woo is also after her heart will jae in be abl to find true love despit her complic past,2011,7.1,,31.0,,"Jeong-myeong Cheon, Min-Young Park, Lee Jang-woo, Nae-sang Ahn"
902,902,dangerous woman,famili romant,MBC,a drama about a daughter of an entrepeneur fight against a plot to take over her father s busi,,,,,,
903,903,deep rooted tree,histor,,base on lee jeongmyeong s novel deeproot tree work that highlight the serial kill dure the day befor the announc of the korean scripta seri of murder occur dure the reign of king sejong as kang chae yoon who is investig these case get closer to the root of the truth he find himself embroil in a massiv conspiraci behind the serial kill which involv a group of geniu who are will to risk their live toward their causego and secret power who will interfer with the cours of hi investigationsa seri of murder occur dure the reign of king sejong as kang chae yoon who is investig these case get closer to the root of the truth he find himself embroil in a massiv conspiraci behind the serial kill which involv a group of geniu who are will to risk their live toward their causego and secret power who will interfer with the cours of hi investig,2011,8.3,,272.0,,"Seok-Hwan An, Jin-Woong Cho, Hie-bong Jo, Gi-Bang Kim"
904,904,the empress,drama,,thi drama show a woman who rise to high author take reveng on the peopl who step on her life and caus her to step into prostitutionseo in hwa jang shin young is a colleg student studi paint at a prestigi univers she want to live her life differ from her mother who ran a hostess bar but she is trampl over by power and money becaus of thi seo in hwa becom a hostess in a drink establish she overcom hardship to becom the best in her field she then seek reveng on the men in power who destroy her life and let her mother diea koreaborn warrior girl had to be a servant at the mongol yuan court but somehow overcam her low statu to becom an empress in anoth land the stori of the woman depict her struggl to becom empress and to protect her love,2013,8.6,,954.0,,"Hye-Rin Han, Ji-won Ha, Jin-mo Ju, Chang-Wook Ji"
905,905,vampire prosecutor ,mysteri fantasi,OCN,head prosecutor min taeyeon wa bitten by a vampir now he use hi new supernatur power to solv crime,2011,7.9,,183.0,,"Jeong-hun Yeon, Young-Ah Lee, Won-jong Lee, Joo-Young Kim"
906,906,poseidon,action romant,KBS2,thi drama is the stori of the member life saver of the coast guard the drama is base on the special duti of the korean coast guard offic rescu terror threat and other special mission and also their obstacl in life and love the drama take it name from the poseidon team a special forc unit of the marin use the strong bond of human as a basi and through the challeng face by the protagonist and their spirit of selfsacrific the drama movingli show the signific of life and the stori of how peopl overcom obstacl in lifekim sun woo who spent hi school day as a troublemak decid to make a chang in hi life and join the sea special attack team which is call poseidon sun woo work as a promis commando but he unexpectedli becom entangl in an unsavori incid after year he is demot and is sent to a maritim polic offic in gunsan citi sun woo s passion cool down and he slowli lose hi vision as a maritim policeman then one day jung ryul who ha form a new crime investig section in incheon citi visit sun woo and ask him to join the teamthi action pack thriller follow a covert marin unit that onc trail choi hee gon maritim kingpin of a notori crime syndic team leader kwon jung ryool wa forc to abort hi mission after hee gon slay hi wife and all the love one of the team origin member strand kim sun woo jung ryool trust young agent ha remain undercov year later with poseidon reput and credibl wreck jung ryool summon sun woo from the underworld and togeth they set out to take down hee gon onc and for all more than a pretti face lee soo yoon join the new team as a corpor who is not to be tamper with an energet seri poseidon showcas lee si young reallif box skill,2011,5.6,,26.0,,"Si Won Choi, Si-young Lee, Sung-Jae Lee, Ran Choi"
